fecha,producto_id,nombre,cantidad,costo_unit,precio_unit,descuento,precio_final,total,utilidad
2026-07-14,LNIS-32,Locion NICO - Black XS by Paco Rabanne,1,10800,24900,2900,22000,22000,11200
2026-07-14,LNES-09,Splash PINK COCO PASION,1,7000,15000,2000,13000,13000,6000
2026-07-14,ARREGLO,Arreglo - abono de conjunto,1,0,50000,0,50000,50000,50000
2026-07-15,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-07-15,VP-15,Vaper Moti 7.5k,1,10000,22000,0,22000,22000,12000
2026-07-15,GF-40,Gafas Oakley sport,1,19000,35000,0,35000,35000,16000
2026-07-15,VP-24,Vaper Death Row 5k,1,6000,15000,2000,13000,13000,7000
2026-07-15,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,0
2026-07-16,GF-34,Gafas Oakley 2 puntos,1,14000,25000,0,25000,25000,11000
2026-07-16,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-07-16,GO-109,Gorra de colombia,1,28000,55000,5000,50000,50000,22000
2026-07-16,ARREGLO,Arreglo - Siste Buzo,1,60000,22000,0,22000,22000,-38000
2026-07-16,GO-109,Gorra de colombia,1,28000,55000,7000,48000,48000,20000
2026-07-16,VP-25,Capsula destilado nacional,1,25000,50000,0,50000,50000,25000
2026-07-17,PLT-01,Netflix pantalla,1,17000,17000,0,17000,17000,0
2026-07-17,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-07-17,ARREGLO,Arreglo - sansung display,1,85000,120000,0,120000,120000,35000
2026-07-17,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-07-17,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,0
2026-07-18,ARREGLO,Arreglo - display samsung,1,90000,100000,0,100000,100000,10000
2026-07-18,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-07-18,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-07-19,ARREGLO,Arreglo - desbloqueo google,1,20000,50000,0,50000,50000,30000
2026-07-19,ARREGLO,Arreglo - abono display,1,60000,60000,0,60000,60000,0
2026-07-19,ARREGLO,Arreglo - bateria de iphone,1,220000,250000,0,250000,250000,30000
2026-07-19,CMS-06,Camisetas tela Catar en Clemont - Undergold - Jordan,1,38000,65000,5000,60000,60000,22000
2026-07-19,BZU-03,Buzo Gamusa multimarcas,1,57000,110000,5000,105000,105000,48000
2026-07-19,CMT-04,Camiseta tela galleta,1,32000,55000,5000,50000,50000,18000
2026-07-20,VP-08,Vaper Lost Mary Grande,1,8000,22000,0,22000,22000,14000
2026-07-20,ARREGLO,Arreglo - restante del display,1,10000,60000,0,60000,60000,50000
2026-07-20,CDC-17,Correa de niño en cuero pachos,1,9000,19000,0,19000,19000,10000
2026-07-21,ARREGLO,Arreglo - display g04s,1,77000,120000,0,120000,120000,43000
2026-07-21,AE-16,VP Cable USB - B 4A fino,1,3000,10000,0,10000,10000,7000
2026-07-21,ARREGLO,Arreglo - lost mary,1,8000,20000,0,20000,20000,12000
2026-07-22,BZU-01,Buzo AMIRI - UNDERGOLD,1,38000,75000,38000,37000,37000,-1000
2026-07-22,AE-49,Microfono MY-K9,1,17000,40000,0,40000,40000,23000
2026-07-22,VP-02,Vaper Urbar 15k,1,16000,30000,0,30000,30000,14000
2026-07-22,SMC-01,Simcard,1,1000,4000,0,4000,4000,3000
2026-07-22,AE-23,VP Cargador completo TC 55W 9A,1,18000,45000,0,45000,45000,27000
2026-07-22,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-07-22,AE-23,VP Cargador completo TC 55W 9A,1,18000,45000,0,45000,45000,27000
2026-07-22,IP-24,Forro iPhone 15 Silicona,1,5500,15000,3000,12000,12000,6500
2026-07-22,ARREGLO,Arreglo - Camisetas colombia,1,120000,200000,0,200000,200000,80000
2026-07-22,ARREGLO,Arreglo - Camisetas colombia,1,120000,200000,0,200000,200000,80000
2026-07-23,VP-18,Vaper Hulk 8k,1,12000,25000,500,24500,24500,12500
2026-07-23,VP-25,Capsula destilado nacional,1,25000,45000,5000,45000,45000,20000
2026-07-23,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-07-23,TS-11,Funda silicona Tecno Spark 30 pro,1,6500,15000,0,15000,15000,8500
2026-07-23,VBHN-02,V Blindado Infinix SMART 9/SPARK GO 1/INF SPARK 30C/TEC POP 9/INF HOT 50/HOT 50i/HOT 50 PRO/MOTO G15,1,2000,15000,0,15000,15000,13000
2026-07-23,AUD-15,Audifonos jack 3.5 Harvic,1,5000,15000,0,15000,15000,10000
2026-07-24,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-07-24,ARREGLO,Arreglo - plataformas,1,50000,50000,0,50000,50000,0
2026-07-24,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,0
2026-07-24,PLT-01,Netflix pantalla,1,17000,17000,0,17000,17000,0
2026-07-25,AE-35,Cargador completo Apple TC - LGT 25W,1,16000,42000,0,42000,42000,26000
2026-07-25,MD-03,Medias Economicas nike,1,3000,6000,1000,5000,5000,2000
2026-07-25,MD-03,Medias Economicas nike,1,3000,6000,1000,5000,5000,2000
2026-07-25,MD-03,Medias Economicas nike,1,3000,6000,1000,5000,5000,2000
2026-07-25,VP-27,vaper nicky Jam x fume 10k,1,13000,27000,2000,25000,25000,12000
2026-07-25,PLT-01,Netflix pantalla,1,17000,17000,0,17000,17000,0
2026-07-25,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-07-25,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-07-25,PLT-01,Netflix pantalla,1,17000,17000,0,17000,17000,0
2026-07-25,VTG-01.VIVO,VIVOY53S/Y51/Y22/Y22S/Y18/Y18i/Y18E/Y285G/Y28S/Y02/Y02S/Y02T/Y03/Y35/Y361/Y77E/Y77E(11)/Y16/Y75S/Y73T/Y52T/512020/Y52S/Y12S/Y31S/Y312021/Y20/Y201/Y20G/Y305G/Y72/Y72T5G/Y32/Y21A/21E/Y112023/Y02A/1Q00Z6/Z6LITE5G/Z35G/U35G/U5G/U5X/Z7I,1,2000,15000,0,15000,15000,13000
2026-07-26,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-07-26,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-07-26,ARREGLO,Arreglo - arreglo,1,2500,5000,0,5000,5000,2500
2026-07-26,PLT-01,Netflix pantalla,1,17000,17000,0,17000,17000,0
2026-07-26,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-07-27,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-07-27,PLT-02,Disney pantalla,1,15000,15000,4000,11000,11000,0000
2026-07-27,ARREGLO,Arreglo - formatiadea,1,15000,40000,0,40000,40000,15000
2026-07-27,ARREGLO,Arreglo - galaxi a71,1,70000,110000,0,110000,110000,40000
2026-07-27,MU-02,Memoria USB 64G,1,16000,32000,0,32000,32000,14000
2026-07-27,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,0000
2026-07-27,ARREGLO,Arreglo - huawei y9,1,75000,120000,0,120000,120000,45000
2026-07-27,GO-84,Gorra Nike llama 🔥,1,35000,60000,10000,50000,50000,15000
2026-07-27,VP-11,Vaper MTRX 25k,1,20000,42000,2000,40000,40000,20000
2026-07-28,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-07-28,ARREGLO,Arreglo - airpods 3 generacion,1,40000,87300,0,87300,87300,47300
2026-07-28,VP-39,Vaper esencia Chillax,1,14000,25000,0,25000,25000,11000
2026-07-29,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,0
2026-07-29,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,0
2026-07-29,ARREGLO,Arreglo - restante buzo,1,0,36000,0,36000,36000,36000
2026-07-29,ARREGLO,Arreglo - abono puerto de carga,1,0,30000,0,30000,30000,30000
2026-07-29,GO-55,Gorra Coach normal,1,25000,49000,4000,45000,45000,20000
2026-07-29,MM-01,Micro memoria 4GB,1,11000,20000,0,20000,20000,9000
2026-07-29,ARREGLO,Arreglo - restante puerto de carga,1,30000,30000,0,30000,30000,0
2026-07-29,BZU-03,Buzo Gamusa multimarcas,1,57000,110000,10000,100000,100000,43000
2026-07-30,VTB-04,V Blindado iPhone 14 Pro,1,2000,15000,0,15000,15000,13000
2026-07-30,ARREGLO,Arreglo - lost mary grande,1,8000,22000,0,22000,22000,14000
2026-07-30,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-07-30,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-07-30,BS-01,Bolsa exotica pequeña,4,700,1500,0,1500,6000,3200
2026-07-31,VP-25,Capsula destilado nacional,1,25000,50000,0,50000,50000,25000
2026-07-31,ARREGLO,Arreglo - lost mary grande,1,9000,22000,0,22000,22000,14000
2026-07-31,MD-03,Medias Economicas nike,1,3000,6000,1000,5000,5000,2000
2026-07-31,MD-03,Medias Economicas nike,1,3000,6000,1000,5000,5000,2000
2026-07-31,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-07-31,MD-03,Medias Economicas nike,1,3000,6000,1000,5000,5000,2000
2026-07-31,VP-02,Vaper Urbar 15k,1,16000,30000,0,30000,30000,14000
2026-08-01,ARREGLO,Arreglo - lost mary grande,1,8000,22000,0,22000,22000,14000
2026-08-01,VP-02,Vaper Urbar 15k,1,16000,30000,0,30000,30000,14000
2026-08-02,ARREGLO,Arreglo - lost mary grande,1,8000,22000,0,22000,22000,14000
2026-08-02,ARREGLO,Arreglo - vaper pop,1,22000,38000,0,38000,38000,16000
2026-08-02,MM-07,Memoria musica,1,4500,10000,0,10000,10000,5500
2026-08-02,MM-07,Memoria musica,1,4500,10000,0,10000,10000,5500
2026-08-02,ARREGLO,Arreglo - sistecredito,1,31000,31000,0,31000,31000,0
2026-08-02,IP-37,Forro iPhone 11 Silicona,1,5500,15000,0,15000,15000,9500
2026-08-03,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-03,RM-47,Funda silicona Redmi 9,1,4500,15000,0,15000,15000,10500
2026-08-03,ARREGLO,Arreglo - display x8b,1,65000,120000,0,120000,120000,55000
2026-08-03,ARREGLO,Arreglo - pegada,1,0,10000,0,10000,10000,10000
2026-08-03,HW-09,Funda transparente Huawei Y9 Prime,1,4500,15000,0,15000,15000,10500
2026-08-03,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-04,ARREGLO,Arreglo - arreglo,1,5000,10000,0,10000,10000,5000
2026-08-04,VP-08,Vaper Lost Mary Grande,1,8000,22000,0,22000,22000,14000
2026-08-04,VP-27,vaper nicky Jam x fume 10k,1,13000,27000,0,27000,27000,14000
2026-08-04,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-05,RC-02,Rasca 1 piso,1,2300,6000,0,6000,6000,3700
2026-08-05,VP-08,Vaper Lost Mary Grande,1,8000,22000,0,22000,22000,14000
2026-08-05,LNIS-06,Locion HOLA! - Halloween by Jesús del Pozo ,1,10800,24900,0,24900,24900,14100
2026-08-05,LNIS-15,Locion PINK SPARKLE - Moon Sparkle by Escada ,1,10800,24900,0,24900,24900,14100
2026-08-05,AE-49,Microfono MY-K9,1,17000,40000,0,40000,40000,23000
2026-08-05,MU-02,Memoria USB 64G,1,16000,30000,0,30000,30000,14000
2026-08-07,MD-01,Medias cortas nike,1,5000,10000,0,10000,10000,5000
2026-08-07,VP-27,vaper nicky Jam x fume 10k,1,13000,27000,1000,26000,26000,13000
2026-08-07,VP-25,Capsula destilado nacional,1,25000,50000,5000,45000,45000,20000
2026-08-07,GF-38,Gafas Prada cromadas,1,20000,42000,2000,40000,40000,20000
2026-08-07,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-07,VP-11,Vaper MTRX 25k,1,20000,42000,2000,40000,40000,20000
2026-08-08,RJ-03,Reloj rolex dama,1,50000,95000,0,95000,95000,45000
2026-08-08,VTB-01,V Blindado iPhone 16 pro max/17 pro max,1,2000,15000,0,15000,15000,13000
2026-08-08,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,-4000
2026-08-08,ESC-03,Estuche de correa 3 servicio,1,12000,24500,0,24500,24500,12500
2026-08-08,VTBS-02.SAMSUNG,V Blindado Samsung A22 5G/F42/A14/F14/M14,1,2000,15000,0,15000,15000,13000
2026-08-08,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,-4000
2026-08-08,ARREGLO,Arreglo - solo bar 35k,1,25000,45000,0,45000,45000,20000
2026-08-08,VP-08,Vaper Lost Mary Grande,1,8000,22000,0,22000,22000,14000
2026-08-09,CR-04,Cueros smocking,1,660,2000,0,2000,2000,1340
2026-08-09,ARREGLO,Arreglo - actualizacion whatssap,1,0,3000,0,3000,3000,3000
2026-08-09,ARREGLO,Arreglo - musica,1,0,2000,0,2000,2000,2000
2026-08-09,VTB-19,V Blindado iPhone 16 Pro/17 Pro,1,2000,15000,5000,10000,10000,8000
2026-08-09,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-09,RC-02,Rasca 1 piso,1,2300,6000,0,6000,6000,3700
2026-08-09,VP-31,Vaper Chris Brown 15k,1,15000,30000,4000,26000,26000,11000
2026-08-12,IP-48,Forro iPhone 17 Pro Max Silicona,1,6000,15000,0,15000,15000,9000
2026-08-12,AE-64,VP Cargador economico TC 3.1A 5w,1,6700,15000,0,15000,15000,8300
2026-08-12,MD-03,Medias Economicas nike,2,3000,6000,2000,4000,8000,2000
2026-08-12,VP-08,Vaper Lost Mary Grande,2,9000,22000,0,22000,44000,26000
2026-08-12,VTBS-06,V Blindado Samsung A35/A36/A55/A56/S24FE/A26/A16/Redmi 15/Nubia Neo 3 GT 5G,1,2000,15000,0,15000,15000,13000
2026-08-12,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-12,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,-4000
2026-08-12,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-12,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-12,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-12,AE-56,Cable TC - TV8 4A,1,2500,10000,0,10000,10000,7500
2026-08-13,VP-19,Vaper Neo 8k,1,11000,25000,0,25000,25000,14000
2026-08-13,GF-25,Gafas prada,1,22000,42000,7000,35000,35000,13000
2026-08-13,VP-08,Vaper Lost Mary Grande,1,9000,22000,2000,20000,20000,11000
2026-08-13,VP-08,Vaper Lost Mary Grande,1,9000,22000,2000,20000,20000,11000
2026-08-13,GO-20,Gorra Yankees normal,1,26000,50000,0,50000,50000,24000
2026-08-13,GO-127,Gorra HellStar,1,25000,48000,0,48000,48000,23000
2026-08-13,VP-02,Vaper Urbar 15k,1,16000,30000,0,30000,30000,14000
2026-08-13,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-13,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-13,VTBS-01.ZTE,Vidrio ZTE Blade A55 / Blade A35/Blade V76/Blade A56,1,2000,15000,0,15000,15000,13000
2026-08-14,CR-04,Cueros smocking,1,660,2000,0,2000,2000,1340
2026-08-14,VP-43,vaper nicky Jam x fume 15k,1,14000,30000,0,30000,30000,16000
2026-08-14,VP-24,Vaper Death Row 5k,1,6000,15000,0,15000,15000,9000
2026-08-14,VP-12,Vaper Solo Bar intercambiable 35k,1,22000,48000,0,48000,48000,26000
2026-08-14,VP-14,Vaper Viral 9k,1,12000,25000,0,25000,25000,13000
2026-08-14,ARREGLO,Arreglo - Abono display,1,50000,50000,0,50000,50000,0
2026-08-14,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-14,ARREGLO,Arreglo - Protector cargador,1,18000,30000,0,30000,30000,12000
2026-08-14,VP-25,Capsula destilado nacional,1,25000,50000,5000,45000,45000,20000
2026-08-14,VP-38,Bateria destilado TC,1,15000,45000,0,45000,45000,30000
2026-08-14,ARREGLO,Arreglo - Humedad Samsung A55,1,40000,70000,0,70000,70000,30000
2026-08-14,ARREGLO,Arreglo - Recarga,1,25000,25500,0,25500,25500,500
2026-08-15,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-15,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-15,VP-27,vaper nicky Jam x fume 10k,1,12000,26000,0,26000,26000,14000
2026-08-15,VBRM-02,V Blindado Redmi 15C/14C 4G/MI A5/14R 5G/A3 PRO/A4 5G/XM POCO C75,1,2000,15000,0,15000,15000,13000
2026-08-15,PLT-01,Netflix pantalla,1,17000,17000,4000,13000,13000,-4000
2026-08-15,VP-31,Vaper Chris Brown 15k,1,15000,30000,0,30000,30000,15000
2026-08-15,VP-18,Vaper Hulk 8k,1,12000,25000,0,25000,25000,13000
2026-08-15,VP-12,Vaper Solo Bar intercambiable 35k,1,22000,48000,0,48000,48000,26000
2026-08-15,AE-36,SM Cargador + Cable 45W tipo C-C,1,15000,45000,0,45000,45000,30000
2026-08-15,ARREGLO,Arreglo - Restante vaper,1,16000,16000,0,16000,16000,0
2026-08-15,AE-29,SM Cargador + Cable 25W tipo C-C,1,16000,35000,0,35000,35000,19000
2026-08-15,BLN-01,Blones Blunt Wrap,1,1900,4000,0,4000,4000,2100
2026-08-15,ARREGLO,Arreglo - Sistecredito cuota,1,48000,88000,0,88000,88000,40000
2026-08-15,VP-30,Vaper Urbar 5k,1,6500,17000,1000,16000,16000,9500
2026-08-15,VP-08,Vaper Lost Mary Grande,1,9000,22000,0,22000,22000,13000
2026-08-15,AE-55,Cable VP TC-TC 9A,1,7500,25000,0,25000,25000,17500
2026-08-15,VTG-01.SAMSUNG,A02/A02S/A03/A3S/A03CORE/134G/A135G/A21s/A234G/A235G/F235G/M13/M135G/M13INDIA/M23/M325G/M335G/3CORE/A04/A04S/A04E/A04CORE/M02S/F02S/M12/A02/M02/A325G/A12/A12Nacho/F12/F13/F04/M04,1,2000,15000,0,15000,15000,13000
2026-08-15,ARREGLO,Arreglo - Pegada pantalla,1,1000,10000,0,10000,10000,9000
2026-08-16,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
2026-08-16,VP-30,Vaper Urbar 5k,1,6500,17000,0,17000,17000,10500
